22
656  801  392  766
674  674  416  642
679  665  421  633
822  384  575  364
833  386  585  367
926  405  676  388
937  408  687  391
1036  413  784  400
1046  416  794  403
1138  427  884  418
1144  1051  859  1032
1041  1062  757  1039
1032  1065  748  1041
922  1071  639  1042
924  671  664  650
1030  672  769  654
923  779  659  755
1028  780  763  760
721  460  473  434
713  993  439  955
1249  997  966  984
1248  465  992  459
